"stock","name","region","scenario","source","bk_method","r_method","priorrlw","priorr","priorrup","postrlw","postr","postrup","priorklw","priork","priorkup","postklw","postk","postkup","priorbklw","priorbk","priorbkup","postbklw","postbk","postbkup","priormsylw","priormsy","priormsyup","postmsylw","postmsy","postmsyup","fmsylw","fmsy","fmsyup","bmsylw","bmsy","bmsyup","ctlast","ctavg5","ffmsylw","ffmsy","ffmsyup","bbmsylw","bbmsy","bbmsyup","PPVRr","RUr","OVLr","BCr","PPVRbk","RUbk","OVLbk","BCbk","viab_rate","mean.log.r","sd.log.r","mean.log.k","sd.log.k"
"white_SE_Freire_Projection","white","SE","Projection","Freire",NA,NA,0.09,0.14022189486906,0.21,0.07,0.0981052474623209,0.13,21,47.1299411919912,91,36.65,56.0344359742998,80.97,0.03,0.134553030119768,0.24,0.1,0.218175593829464,0.35,1.2,1.5033768,1.8,0.86,1.25,2.03,0.04,0.05,0.07,18.32,24.71,40.49,0.13,0.17,0.12,0.3,1.41,0.2,0.43,0.71,0.659,0.188,0.355,0.646,0.759,0.129,0.506,0.794,0.002,-1.98429667845827,0.211824465096801,3.78464748175337,0.362018410787303
"white_S_Freire_Projection","white","S","Projection","Freire",NA,NA,0.11,0.157875741614237,0.22,0.09,0.117578192897785,0.15,11,22.9225671357243,43,14.79,21.9939755051267,33.2,0.06,0.176340007586201,0.3,0.13,0.274925855063598,0.41,0.67,0.8327481,1,0.45,0.62,1.01,0.05,0.06,0.08,7.4,10.15,16.6,0.19,0.2,0.29,0.57,2.31,0.26,0.56,0.83,0.678,0.177,0.371,0.662,0.792,0.11,0.468,0.783,0.004,-1.86070132290975,0.173286795139986,3.06781244466543,0.342591954759272
"white_NE_Freire_Projection","white","NE","Projection","Freire",NA,NA,0.25,0.334642512954472,0.44,0.24,0.288647641927075,0.36,18,36.4649544534845,65,26.31,33.9374215238106,42.73,0.16,0.344023879238011,0.53,0.27,0.461287141958372,0.62,2.28,2.84937285,3.42,2.12,2.45,2.84,0.12,0.15,0.18,13.16,15.87,21.37,2.18,2.16,0.59,0.97,1.82,0.55,0.93,1.25,0.69,0.169,0.569,0.854,0.769,0.123,0.509,0.819,0.105,-1.10363745659486,0.141328452262515,3.53754386113301,0.322156074299473
"white_N_Freire_Projection","white","N","Projection","Freire",NA,NA,0.12,0.176012077367844,0.25,0.1,0.133766529088666,0.17,54,115.339495060962,215,81.39,114.48523256801,160.02,0.09,0.234988726815042,0.38,0.27,0.401614768209953,0.54,3.67,4.59163035,5.51,2.9,3.8,5.36,0.05,0.07,0.09,40.7,53.01,80.01,1.8,2.01,0.36,0.63,1.12,0.53,0.8,1.08,0.582,0.237,0.41,0.71,0.505,0.289,0.259,0.537,0.028,-1.75327894865999,0.18349229377005,4.67699449100418,0.347935909680655
"seabob_SE_Freire_Projection","seabob","SE","Projection","Freire",NA,NA,0.13,0.182502542812093,0.25,0.11,0.140743324462945,0.18,79,163.585706752787,302,107.31,143.917906418764,197.35,0.1,0.242439582903053,0.39,0.17,0.322313583105663,0.47,5.56,6.9529791,8.34,3.99,5.1,6.76,0.06,0.07,0.09,53.66,68.26,98.67,3.01,3.02,0.53,0.96,2.7,0.33,0.64,0.94,0.648,0.195,0.385,0.686,0.701,0.163,0.542,0.859,0.025,-1.71325759482322,0.163481616851666,5.04277781404468,0.333798959200463
"seabob_S_Freire_Projection","seabob","S","Projection","Freire",NA,NA,0.12,0.176730142358272,0.25,0.1,0.123570296057272,0.17,124,261.760477284532,496,191.89,273.697532463088,391.25,0.05,0.165702534476383,0.28,0.13,0.261029722803252,0.41,8.68,10.85289491157,13.02,6.11,8.45,12.55,0.05,0.07,0.08,95.94,128.17,195.63,2.07,2.14,0.26,0.52,2.02,0.26,0.52,0.81,0.697,0.165,0.294,0.578,0.733,0.144,0.479,0.776,0.001,-1.75327894865999,0.18349229377005,5.5142773347986,0.34640221656155
"seabob_NE_Freire_Projection","seabob","NE","Projection","Freire",NA,NA,0.15,0.222612956729187,0.32,0.16,0.205903585332135,0.28,49,105.300126082263,199,88.92,122.408863971015,161.35,0.24,0.463490048554406,0.69,0.41,0.581947690974523,0.72,4.28,5.35196887323177,6.42,4.85,6.21,8.03,0.08,0.11,0.14,44.46,55.84,80.67,6.31,6.06,0.52,0.87,1.58,0.81,1.18,1.44,0.689,0.17,0.82,0.969,0.472,0.313,0.526,0.816,0.316,-1.51827713403712,0.189421425424379,4.59239122704936,0.350553117151949
"seabob_N_Freire_Projection","seabob","N","Projection","Freire",NA,NA,0.14,0.196507416265498,0.27,0.12,0.153526762733409,0.2,41,86.9391955253641,163,61.98,86.1183810141185,118.97,0.09,0.229728385750823,0.37,0.25,0.398987982454272,0.55,3.18,3.9730416,4.77,2.53,3.31,4.62,0.06,0.08,0.1,30.99,39.96,59.48,1.56,1.6,0.36,0.61,1.14,0.5,0.8,1.1,0.695,0.166,0.413,0.724,0.609,0.219,0.257,0.555,0.018,-1.6377230881783,0.164194884097268,4.40837157069222,0.342891008895132
"pink_S_Freire_Projection","pink","S","Projection","Freire",NA,NA,0.03,0.0470200443442075,0.07,0.03,0.037749594762947,0.05,205,446.26502569083,866,332.26,515.765212486724,743.76,0.09,0.223048816590818,0.36,0.17,0.283686604968948,0.4,3.88,4.84728765,5.82,3.11,4.47,7.08,0.01,0.02,0.03,166.13,224.61,371.88,1.76,1.81,0.36,0.7,1.8,0.35,0.56,0.81,0.652,0.192,0.575,0.853,0.461,0.321,0.606,0.874,0.117,-3.08290896712638,0.211824465096801,6.04364177630418,0.359913059504585
"brown_NE_Freire_Projection","brown","NE","Projection","Freire",NA,NA,0.08,0.122757181049493,0.18,0.08,0.105746365156239,0.14,27,59.0356028086619,113,42.97,62.1012199543292,87.4,0.25,0.488241799363363,0.72,0.32,0.481216983735392,0.65,1.32,1.64496633112765,1.97,1.18,1.6,2.23,0.04,0.06,0.07,21.49,28.2,43.7,2.09,1.98,0.73,1.34,2.62,0.64,0.96,1.3,0.646,0.197,0.691,0.92,0.498,0.294,0.837,0.968,0.404,-2.12026353620009,0.202732554054082,4.00596932667549,0.360203561562646
"brown_N_Freire_Projection","brown","N","Projection","Freire",NA,NA,0.25,0.334221745107996,0.44,0.23,0.283569565339587,0.35,35,71.8182054577203,129,53.07,67.5126259194019,85.1,0.16,0.344754498561606,0.53,0.34,0.500868586820723,0.64,4.47,5.58340875,6.7,4.1,4.83,5.75,0.12,0.15,0.18,26.54,32.28,42.55,4.16,4.22,0.56,0.9,1.53,0.68,1.01,1.29,0.667,0.183,0.537,0.817,0.56,0.252,0.353,0.664,0.094,-1.10363745659486,0.141328452262515,4.21555134417862,0.323064706511042
"white_SE_Silva_Projection","white","SE","Projection","Silva",NA,NA,0.09,0.136248218860934,0.2,0.07,0.0983753418280955,0.14,25,55.3177596995184,105,39.39,62.678943793728,91.71,0.04,0.154068318333029,0.27,0.11,0.228842699776238,0.36,1.41,1.75754963734144,2.11,0.94,1.35,2.31,0.04,0.05,0.07,19.69,26.4,45.86,0.26,0.29,0.2,0.47,1.95,0.22,0.45,0.73,0.668,0.183,0.376,0.678,0.692,0.168,0.546,0.833,0.003,-2.00869176054299,0.199626924054443,3.94621496565253,0.35519677472336
"white_S_Silva_Projection","white","S","Projection","Silva",NA,NA,0.11,0.158255308187423,0.22,0.09,0.117133420990872,0.16,16,33.6103681596393,63,22.85,33.9326250394677,50.27,0.03,0.138779979222077,0.24,0.11,0.239355282476041,0.38,0.98,1.23119948457073,1.48,0.67,0.95,1.51,0.05,0.06,0.08,11.43,15.38,25.14,0.11,0.14,0.15,0.31,1.4,0.22,0.47,0.77,0.73,0.146,0.359,0.657,0.715,0.154,0.417,0.733,0.003,-1.86070132290975,0.173286795139986,3.461739342656,0.341437230541024
"white_NE_Silva_Projection","white","NE","Projection","Silva",NA,NA,0.21,0.293339813774179,0.4,0.19,0.24737591028027,0.32,18,38.0066662755966,70,23.52,32.1552928623234,43.31,0.19,0.379079171555145,0.57,0.26,0.421747799339946,0.58,2.07,2.58304457855186,3.1,1.59,1.97,2.52,0.1,0.13,0.16,11.76,14.88,21.66,2.23,2.24,0.77,1.39,2.77,0.51,0.85,1.17,0.766,0.125,0.586,0.859,0.652,0.193,0.784,0.962,0.288,-1.23846924006941,0.161089254097628,3.58006102321307,0.333677765447246
"white_N_Silva_Projection","white","N","Projection","Silva",NA,NA,0.15,0.218858918518003,0.31,0.16,0.203097323264618,0.26,26,55.8593298687955,105,49.5,65.8357065778649,85.01,0.32,0.541322315915201,0.76,0.38,0.53134970339737,0.68,2.27,2.83950196046707,3.41,2.84,3.35,3.92,0.08,0.11,0.13,24.75,30.65,42.5,3,3.01,0.54,0.87,1.41,0.76,1.06,1.36,0.644,0.198,0.827,0.965,0.464,0.319,0.804,0.963,0.15,-1.53415148319441,0.181484250845734,3.95836382555093,0.348491643431629
"seabob_SE_Silva_Projection","seabob","SE","Projection","Silva",NA,NA,0.12,0.175742815681676,0.25,0.1,0.127740983058975,0.17,93,196.906299379135,374,137.26,186.597407394562,261.02,0.08,0.208935684006809,0.34,0.17,0.316516945326517,0.45,6.43,8.0340755059565,9.64,4.66,6.05,8.13,0.05,0.07,0.08,68.63,88.86,130.51,2.71,2.64,0.41,0.73,2.11,0.34,0.64,0.9,0.599,0.226,0.336,0.633,0.663,0.186,0.434,0.754,0.013,-1.75327894865999,0.18349229377005,5.22581727475381,0.348591018253619
"seabob_S_Silva_Projection","seabob","S","Projection","Silva",NA,NA,0.12,0.176818304246164,0.25,0.1,0.128153160674154,0.17,84,176.373391861417,336,125.97,167.128522017619,228.82,0.09,0.231801537732921,0.37,0.18,0.3142912137131,0.45,5.86,7.32797918575312,8.79,4.22,5.45,7.12,0.05,0.07,0.08,62.99,79.86,114.41,2.94,3.02,0.5,0.91,2.17,0.37,0.63,0.89,0.605,0.222,0.339,0.619,0.549,0.259,0.525,0.829,0.021,-1.75327894865999,0.18349229377005,5.12122297925459,0.347328541744396
"seabob_NE_Silva_Projection","seabob","NE","Projection","Silva",NA,NA,0.12,0.179207895018132,0.26,0.12,0.158488559027057,0.21,62,133.546444396728,252,99.55,136.599186299926,185.78,0.25,0.481402551809831,0.71,0.27,0.456821979631469,0.63,4.42,5.5302874683315,6.64,4.15,5.33,6.92,0.06,0.09,0.11,49.77,62.73,92.89,6.87,6.53,0.75,1.39,3.01,0.54,0.92,1.26,0.647,0.196,0.734,0.935,0.596,0.228,0.859,0.973,0.414,-1.73366859208335,0.19329747205837,4.82805618138723,0.351427648266151
"seabob_N_Silva_Projection","seabob","N","Projection","Silva",NA,NA,0.15,0.218687474361377,0.31,0.15,0.196468014578506,0.26,26,54.4323256675238,103,44.21,58.8184376877181,76.65,0.32,0.541410434980688,0.76,0.33,0.508137608739917,0.67,2.21,2.75839235152484,3.31,2.38,2.9,3.52,0.08,0.11,0.13,22.11,27.21,38.33,2.93,2.91,0.62,1.02,1.88,0.66,1.03,1.34,0.644,0.198,0.746,0.943,0.583,0.236,0.825,0.967,0.279,-1.53415148319441,0.181484250845734,3.93823054726222,0.348464118273828
"pink_SE_Silva_Projection","pink","SE","Projection","Silva",NA,NA,0.06,0.0935151648017421,0.14,0.05,0.0692993699943898,0.09,42,93.3201393946726,181,64.22,100.89552112001,148.14,0.03,0.137336519001871,0.24,0.12,0.24873511409044,0.38,1.59,1.98345549122973,2.38,1.13,1.61,2.65,0.03,0.04,0.05,32.11,44.24,74.07,0.15,0.22,0.12,0.26,1.08,0.24,0.5,0.76,0.616,0.215,0.44,0.732,0.622,0.211,0.375,0.68,0.028,-2.38976178656643,0.211824465096801,4.47131746307715,0.36412957324891
"pink_S_Silva_Projection","pink","S","Projection","Silva",NA,NA,0.03,0.0467801189373,0.07,0.03,0.0376342264286015,0.05,393,855.709484659668,1638,643.2,989.74233637047,1421.01,0.07,0.196497970961928,0.33,0.16,0.267716576041499,0.39,7.34,9.1709926535944,11.01,6.02,8.62,13.68,0.01,0.02,0.03,321.6,432.86,710.51,2.7,2.74,0.29,0.59,1.75,0.31,0.53,0.77,0.641,0.199,0.586,0.858,0.535,0.269,0.556,0.843,0.098,-3.08290896712638,0.211824465096801,6.68711053578619,0.357107788368769
"brown_NE_Silva_Projection","brown","NE","Projection","Silva",NA,NA,0.09,0.147969750761936,0.23,0.09,0.116551983214454,0.16,16,36.1886409478456,72,24.74,37.3760676734453,53.37,0.2,0.402011045421979,0.6,0.3,0.468902411732363,0.62,0.98,1.22006765399284,1.46,0.77,1.04,1.5,0.04,0.06,0.08,12.37,16.35,26.68,1.15,1.13,0.62,1.16,2.42,0.6,0.95,1.25,0.585,0.235,0.572,0.853,0.611,0.218,0.698,0.927,0.336,-1.93881078935541,0.234567409648233,3.5236647605784,0.375002121400256
"brown_N_Silva_Projection","brown","N","Projection","Silva",NA,NA,0.43,0.561864597445062,0.72,0.42,0.514738702749909,0.65,22,43.9285131388456,79,33.75,42.8923957991268,53.42,0.19,0.38172306219993,0.58,0.36,0.540891756057257,0.69,4.66,5.81999330329537,6.98,4.82,5.6,6.52,0.21,0.28,0.33,16.88,20.24,26.71,5.17,5.11,0.55,0.88,1.5,0.72,1.09,1.38,0.87,0.067,0.726,0.94,0.575,0.242,0.374,0.694,0.156,-0.586237068633283,0.128866500830623,3.73358167391047,0.317468928568642
"white_SE_Silva_Base_NN_Smith rebound","white","SE","Base","Silva","NN","Smith rebound",0.25,0.412862144421711,0.65,0.18,0.242196358828891,0.33,8,18.9450961596543,38,12.58,17.2970686017298,23.92,0.22,0.319622538609492,0.42,0.24,0.339480651378347,0.44,1.41,1.75754963734144,2.11,0.83,1.08,1.36,0.09,0.13,0.17,6.29,8.17,11.96,0.43,0.47,0.37,0.6,1.05,0.47,0.68,0.88,0.5,0.293,0.205,0.446,1.025,-0.012,0.833,0.981,0.001,-0.908538638606172,0.238877861256859,2.87243550778521,0.379834306011055
"white_SE_Silva_Base_NN_Myers","white","SE","Base","Silva","NN","Myers",0.13,0.277481614418027,0.53,0.09,0.136168804956091,0.2,11,29.6348513276683,66,20.25,33.3691717256962,51.25,0.22,0.318868255170786,0.42,0.22,0.322887527989997,0.43,1.41,1.75754963734144,2.11,0.75,1.09,1.71,0.05,0.08,0.1,10.13,14.52,25.62,0.43,0.47,0.33,0.61,1.15,0.44,0.64,0.86,0.353,0.406,0.22,0.475,1.055,-0.027,0.952,0.998,0.007,-1.33754955048126,0.351335639022646,3.28416399785901,0.454617872154173
"white_SE_Silva_Base_NN_Euler","white","SE","Base","Silva","NN","Euler",0.61,0.788416630738405,1.01,0.5,0.597575799216991,0.72,5,9.51659727491116,17,6.98,8.36808134284014,9.88,0.22,0.320250670759556,0.42,0.23,0.332433971625074,0.44,1.41,1.75754963734144,2.11,1.08,1.25,1.46,0.25,0.32,0.36,3.49,3.97,4.94,0.43,0.47,0.32,0.51,0.9,0.45,0.67,0.88,0.659,0.188,0.21,0.469,1.146,-0.071,0.896,0.991,0,-0.242172995480806,0.126061663166987,2.19954030979123,0.320921874640583
"white_SE_Silva_Base_NN_Demographic inv","white","SE","Base","Silva","NN","Demographic inv",0.39,0.565581659445902,0.79,0.29,0.381248530396751,0.5,6,13.3873811437934,25,9.15,11.8013869858231,14.75,0.22,0.319890464156849,0.42,0.23,0.330400042357354,0.43,1.41,1.75754963734144,2.11,0.94,1.14,1.32,0.15,0.21,0.25,4.57,5.54,7.38,0.43,0.47,0.37,0.57,1,0.46,0.66,0.87,0.758,0.129,0.255,0.499,1.069,-0.034,0.915,0.994,0.001,-0.588665436689757,0.176471551584344,2.5414516172303,0.335535303882573
"white_SE_Silva_Base_BRT_Smith rebound","white","SE","Base","Silva","BRT","Smith rebound",0.25,0.415738068916041,0.65,0.19,0.245035405736201,0.34,8,18.6553568615543,37,12.64,16.7993741686342,22.59,0.22,0.319885056407034,0.42,0.22,0.331412544669377,0.43,1.41,1.75754963734144,2.11,0.83,1.06,1.29,0.09,0.13,0.17,6.32,7.95,11.3,0.43,0.47,0.4,0.63,1.13,0.45,0.66,0.87,0.457,0.324,0.193,0.436,1.062,-0.031,0.895,0.991,0.001,-0.908538638606172,0.238877861256859,2.86323956078,0.37283560214561
"white_SE_Silva_Base_BRT_Myers","white","SE","Base","Silva","BRT","Myers",0.13,0.279031229126027,0.53,0.1,0.141868798995036,0.21,11,29.801064290614,68,20,35.7601717820457,55.8,0.22,0.319590422080684,0.42,0.23,0.323704021675291,0.42,1.41,1.75754963734144,2.11,0.82,1.17,1.91,0.05,0.08,0.11,10,14.78,27.9,0.43,0.47,0.29,0.55,1.03,0.45,0.64,0.85,0.375,0.387,0.252,0.508,0.998,0.001,0.961,0.998,0.004,-1.33754955048126,0.351335639022646,3.28979399758161,0.463223057942503
"white_SE_Silva_Base_BRT_Euler","white","SE","Base","Silva","BRT","Euler",0.61,0.792336333204008,1.01,0.5,0.606847828757434,0.76,5,9.46765127073216,17,6.86,8.47147550071089,10.27,0.22,0.320496719152502,0.42,0.22,0.325317626736087,0.43,1.41,1.75754963734144,2.11,1.1,1.28,1.49,0.25,0.33,0.38,3.43,3.93,5.14,0.43,0.47,0.32,0.51,0.89,0.45,0.65,0.86,0.856,0.075,0.294,0.55,1.069,-0.034,0.943,0.997,0,-0.242172995480806,0.126061663166987,2.19750787290088,0.323645546858054
"white_SE_Silva_Base_BRT_Demographic inv","white","SE","Base","Silva","BRT","Demographic inv",0.39,0.565201860879964,0.79,0.29,0.372594224875963,0.49,6,13.3311987486055,25,9.57,11.953632317593,14.85,0.22,0.321705335131402,0.42,0.23,0.334237475247445,0.44,1.41,1.75754963734144,2.11,0.92,1.13,1.32,0.15,0.2,0.25,4.79,5.62,7.43,0.43,0.47,0.36,0.58,1,0.45,0.67,0.89,0.697,0.165,0.207,0.436,1.166,-0.08,0.899,0.991,0,-0.588665436689757,0.176471551584344,2.52990021606816,0.347265201685781
"white_SE_Freire_Base_NN_Smith rebound","white","SE","Base","Freire","NN","Smith rebound",0.25,0.414188776235551,0.65,0.19,0.254464863172963,0.36,7,15.7697640500849,31,10.05,13.9587569006947,19.47,0.22,0.320148436364201,0.42,0.23,0.334645896469946,0.44,1.2,1.5033768,1.8,0.71,0.9,1.14,0.09,0.14,0.18,5.02,6.53,9.74,0.16,0.17,0.2,0.32,0.54,0.47,0.67,0.88,0.556,0.255,0.253,0.516,1.036,-0.018,0.881,0.989,0,-0.908538638606172,0.238877861256859,2.68891335903993,0.380072315489218
"white_SE_Freire_Base_NN_Myers","white","SE","Base","Freire","NN","Myers",0.13,0.277610065798773,0.53,0.09,0.134871458223265,0.2,9,25.404426026737,57,17.33,28.2308692565322,42.45,0.22,0.319688562559869,0.42,0.22,0.32576903439087,0.43,1.2,1.5033768,1.8,0.63,0.91,1.4,0.05,0.07,0.1,8.66,12.35,21.23,0.16,0.17,0.17,0.31,0.58,0.44,0.65,0.86,0.377,0.386,0.223,0.476,1.085,-0.042,0.943,0.997,0.003,-1.33754955048126,0.351335639022646,3.13118357725841,0.451739198683599
"white_SE_Freire_Base_NN_Euler","white","SE","Base","Freire","NN","Euler",0.61,0.790991358264117,1.01,0.56,0.66831639570494,0.81,4,8.02587972237136,15,5.82,6.87863312029319,8.26,0.22,0.320475194122365,0.42,0.23,0.324533362697491,0.43,1.2,1.5033768,1.8,0.99,1.15,1.31,0.28,0.35,0.4,2.91,3.34,4.13,0.16,0.17,0.16,0.25,0.42,0.45,0.65,0.86,0.685,0.173,0.482,0.748,1.076,-0.037,0.953,0.998,0,-0.242172995480806,0.126061663166987,2.03267469680955,0.321607871498881
"white_SE_Freire_Base_NN_Demographic inv","white","SE","Base","Freire","NN","Demographic inv",0.39,0.564793155462473,0.79,0.32,0.416294441336618,0.55,5,11.5187610806076,22,7.54,9.36083739753154,11.6,0.22,0.32148312673397,0.42,0.22,0.324858523509862,0.43,1.2,1.5033768,1.8,0.82,1.01,1.16,0.16,0.23,0.28,3.77,4.49,5.8,0.16,0.17,0.19,0.29,0.5,0.45,0.65,0.86,0.754,0.132,0.371,0.65,1.07,-0.034,0.965,0.999,0,-0.588665436689757,0.176471551584344,2.38451561641425,0.346830303392172
"white_SE_Freire_Base_BRT_Smith rebound","white","SE","Base","Freire","BRT","Smith rebound",0.25,0.412655436315164,0.65,0.19,0.256874431710599,0.36,7,16.1757772191247,32,10.13,14.4246419854169,20.57,0.22,0.320854326056654,0.42,0.22,0.327393592324042,0.44,1.2,1.5033768,1.8,0.73,0.94,1.21,0.09,0.14,0.18,5.07,6.73,10.29,0.16,0.17,0.18,0.31,0.56,0.45,0.65,0.88,0.538,0.267,0.267,0.542,1.156,-0.075,0.939,0.996,0,-0.908538638606172,0.238877861256859,2.70175796173745,0.384561087252911
"white_SE_Freire_Base_BRT_Myers","white","SE","Base","Freire","BRT","Myers",0.13,0.278372755741437,0.53,0.09,0.136364663961056,0.21,9,25.1864952317555,56,16.99,28.1991793916426,43.61,0.22,0.31965953025507,0.42,0.22,0.320076082174306,0.43,1.2,1.5033768,1.8,0.64,0.93,1.41,0.05,0.08,0.1,8.5,12.11,21.8,0.16,0.17,0.17,0.31,0.59,0.44,0.64,0.85,0.369,0.393,0.228,0.496,1.096,-0.047,0.97,0.998,0.005,-1.33754955048126,0.351335639022646,3.12176912214996,0.450037258745767
"white_SE_Freire_Base_BRT_Euler","white","SE","Base","Freire","BRT","Euler",0.61,0.789781392286952,1.01,0.54,0.655332389889912,0.81,4,8.09347778702283,15,5.89,6.95600641237481,8.3,0.22,0.320507970119157,0.42,0.22,0.322920475145778,0.43,1.2,1.5033768,1.8,0.95,1.16,1.31,0.27,0.35,0.4,2.95,3.31,4.15,0.16,0.17,0.16,0.25,0.43,0.44,0.65,0.86,0.781,0.117,0.428,0.732,1.087,-0.043,0.955,0.998,0,-0.242172995480806,0.126061663166987,2.03801881833171,0.323667828037395
"white_SE_Freire_Base_BRT_Demographic inv","white","SE","Base","Freire","BRT","Demographic inv",0.39,0.564088166933373,0.79,0.32,0.422396055412064,0.56,5,11.3546766382908,21,7.31,9.21805008665735,11.5,0.22,0.319567471393849,0.42,0.23,0.322595520336341,0.42,1.2,1.5033768,1.8,0.82,0.99,1.14,0.16,0.23,0.28,3.66,4.34,5.75,0.16,0.17,0.19,0.3,0.5,0.45,0.64,0.85,0.732,0.144,0.398,0.685,0.993,0.004,0.973,0.999,0,-0.588665436689757,0.176471551584344,2.37525356678405,0.341321989939646
"white_S_Silva_Base_NN_Smith rebound","white","S","Base","Silva","NN","Smith rebound",0.25,0.412911188638613,0.65,0.2,0.26575830335944,0.36,6,13.2071779842514,26,11.09,14.8936316772506,18.78,0.22,0.320187430227944,0.42,0.24,0.337198586388801,0.44,0.98,1.23119948457073,1.48,0.83,0.99,1.16,0.1,0.15,0.18,5.54,6.85,9.39,0.48,0.46,0.47,0.72,1.18,0.47,0.67,0.88,0.49,0.3,0.289,0.56,0.969,0.015,0.866,0.985,0.001,-0.908538638606172,0.238877861256859,2.50079400077658,0.377983237014391
"white_S_Silva_Base_NN_Myers","white","S","Base","Silva","NN","Myers",0.13,0.279969794451265,0.53,0.11,0.15184193627821,0.22,7,20.6356108679137,47,16.97,24.0724935678085,33.77,0.22,0.320346271788155,0.42,0.22,0.322148966259869,0.42,0.98,1.23119948457073,1.48,0.72,0.93,1.15,0.05,0.08,0.11,8.48,11.1,16.88,0.48,0.46,0.52,0.82,1.44,0.45,0.64,0.84,0.333,0.423,0.291,0.567,0.967,0.017,0.963,0.999,0.01,-1.33754955048126,0.351335639022646,2.92782954919829,0.458673386997994
"white_S_Silva_Base_NN_Euler","white","S","Base","Silva","NN","Euler",0.61,0.791009751406327,1.01,0.52,0.626401282778522,0.76,3,6.64497128651717,12,5.88,7.27285741103927,8.69,0.22,0.319015075454801,0.42,0.23,0.332672282769673,0.44,0.98,1.23119948457073,1.48,1.02,1.14,1.25,0.26,0.33,0.38,2.94,3.43,4.35,0.48,0.46,0.41,0.63,1.09,0.45,0.67,0.88,0.732,0.144,0.322,0.604,1.122,-0.059,0.88,0.99,0,-0.242172995480806,0.126061663166987,1.8396109629382,0.319241140286024
"white_S_Silva_Base_NN_Demographic inv","white","S","Base","Silva","NN","Demographic inv",0.39,0.562509595257979,0.79,0.33,0.406775910389839,0.53,4,9.53724740218071,18,8.1,10.4722775028126,12.92,0.22,0.319611468130685,0.42,0.23,0.331465911315874,0.44,0.98,1.23119948457073,1.48,0.93,1.07,1.19,0.16,0.22,0.27,4.05,4.88,6.46,0.48,0.46,0.44,0.67,1.14,0.46,0.66,0.88,0.568,0.246,0.308,0.584,1.055,-0.027,0.889,0.991,0,-0.588665436689757,0.176471551584344,2.19294662797795,0.348741586017518
"white_S_Silva_Base_BRT_Smith rebound","white","S","Base","Silva","BRT","Smith rebound",0.25,0.414461262268415,0.65,0.2,0.262715779000394,0.36,6,13.2450776556998,26,11.36,15.0277567972526,18.75,0.22,0.320527579082927,0.42,0.23,0.333584959014389,0.44,0.98,1.23119948457073,1.48,0.82,0.98,1.15,0.1,0.14,0.18,5.68,6.94,9.37,0.48,0.46,0.46,0.73,1.25,0.46,0.67,0.88,0.477,0.309,0.27,0.548,1.111,-0.054,0.888,0.991,0.001,-0.908538638606172,0.238877861256859,2.50827510156685,0.381805864692004
"white_S_Silva_Base_BRT_Myers","white","S","Base","Silva","BRT","Myers",0.13,0.278551421411682,0.53,0.11,0.151195660203847,0.22,7,20.7626261289774,47,17.12,24.1051482664736,33.11,0.22,0.320569991112393,0.42,0.23,0.32448880268697,0.42,0.98,1.23119948457073,1.48,0.7,0.92,1.14,0.05,0.08,0.11,8.56,11.1,16.55,0.48,0.46,0.5,0.83,1.39,0.46,0.65,0.85,0.313,0.441,0.286,0.566,0.931,0.035,0.964,0.999,0.011,-1.33754955048126,0.351335639022646,2.92990940645493,0.460140321876093
"white_S_Silva_Base_BRT_Euler","white","S","Base","Silva","BRT","Euler",0.61,0.792749890695114,1.01,0.53,0.633563181962355,0.78,3,6.54340614509983,12,5.77,7.17688165541755,8.49,0.22,0.319260670884067,0.42,0.23,0.332731609305354,0.45,0.98,1.23119948457073,1.48,1.01,1.12,1.24,0.26,0.34,0.39,2.88,3.33,4.25,0.48,0.46,0.41,0.63,1.07,0.46,0.67,0.9,0.683,0.174,0.331,0.633,1.124,-0.06,0.891,0.991,0,-0.242172995480806,0.126061663166987,1.83315219315743,0.320382513118444
"white_S_Silva_Base_BRT_Demographic inv","white","S","Base","Silva","BRT","Demographic inv",0.39,0.565202543425122,0.79,0.32,0.403309259610731,0.52,4,9.3867158514634,18,8.42,10.6038870951578,12.87,0.22,0.320179803435074,0.42,0.23,0.335993631501834,0.44,0.98,1.23119948457073,1.48,0.92,1.06,1.2,0.16,0.22,0.26,4.21,4.93,6.44,0.48,0.46,0.43,0.66,1.15,0.46,0.67,0.88,0.602,0.224,0.291,0.564,1.076,-0.037,0.88,0.988,0,-0.588665436689757,0.176471551584344,2.18175250311969,0.35136739337577
"white_S_Freire_Base_NN_Smith rebound","white","S","Base","Freire","NN","Smith rebound",0.25,0.413629058756104,0.65,0.2,0.269082418227335,0.37,4,8.83610663173831,18,7.74,10.1092532942676,12.91,0.22,0.320425312135389,0.42,0.23,0.331595010939464,0.45,0.67,0.8327481,1,0.56,0.69,0.78,0.1,0.15,0.19,3.87,4.71,6.45,0.25,0.22,0.32,0.51,0.87,0.46,0.66,0.89,0.543,0.263,0.315,0.592,1.164,-0.079,0.913,0.993,0.001,-0.908538638606172,0.238877861256859,2.10578258519132,0.381984923392759
